,Year,Country,Domestic Consumption,Exports,Import Price,Export Price,Total Production
444,2022,Italy,27646.0,30362.0,4.1,4.0,55697.0
445,2022,Italy,27312.0,29864.0,4.3,4.1,56254.0
446,2022,Kenya,9211.0,14145.0,2.8,2.8,22829.0
447,2022,Kenya,9747.0,13999.0,2.9,2.9,22104.0
448,2022,Mexico,37700.0,41072.0,4.1,4.4,76713.0
449,2022,Mexico,37247.0,41271.0,4.2,4.7,76791.0
450,2022,Peru,6765.0,9776.0,3.2,3.3,15559.0
451,2022,South Africa,12920.0,15164.0,3.3,3.6,26827.0
452,2022,South Africa,12573.0,15095.0,3.2,3.3,27304.0
453,2022,South Africa,12555.0,15219.0,3.7,3.9,27362.0
454,2022,South Africa,12803.0,,3.5,3.8,27374.0
455,2022,Thailand,18786.0,,3.0,3.3,46349.0
456,2022,Thailand,18348.0,27853.0,3.0,3.2,46063.0
457,2022,Turkey,21627.0,24277.0,3.5,3.7,44425.0
458,2022,Turkey,21528.0,24578.0,3.7,3.7,43795.0
459,2022,Turkey,21388.0,24328.0,,3.9,44651.0
460,2022,Turkey,22275.0,24868.0,3.6,3.6,44269.0
461,2022,Turkey,22235.0,24293.0,3.7,3.7,43942.0
462,2022,USA,28546.0,0.0,5.2,0.0,0.0
463,2022,USA,28875.0,0.0,5.3,0.0,0.0
464,2022,USA,28980.0,0.0,5.2,0.0,0.0
465,2022,Vietnam,18421.0,33350.0,2.8,3.0,51303.0
466,2023,Argentina,15464.0,18449.0,3.4,3.6,32780.0
467,2023,Argentina,15696.0,,3.5,3.4,32108.0
468,2023,Brazil,24908.0,44845.0,2.5,2.7,66633.0
469,2023,Brazil,24662.0,44728.0,2.3,2.8,66859.0
470,2023,Brazil,25292.0,44752.0,2.8,3.0,67232.0
471,2023,Brazil,25341.0,44597.0,2.8,2.7,67509.0
472,2023,Brazil,25481.0,44630.0,2.8,2.7,66555.0
473,2023,Canada,,26109.0,4.6,4.8,46024.0
474,2023,Chile,8136.0,11287.0,3.3,3.6,18119.0
475,2023,Chile,8136.0,11287.0,3.3,3.6,18119.0
476,2023,Chile,7725.0,11319.0,3.3,3.6,
477,2023,Chile,8453.0,10964.0,3.5,3.8,17681.0
478,2023,China,160117.0,109049.0,3.7,4.2,264358.0
479,2023,China,159700.0,109257.0,3.9,4.1,264065.0
480,2023,China,159839.0,108888.0,3.9,3.8,264565.0
481,2023,China,,109280.0,3.8,3.8,263916.0
482,2023,China,,109458.0,,4.2,264309.0
483,2023,Colombia,4700.0,13617.0,3.0,3.1,17242.0
484,2023,Colombia,4989.0,13828.0,3.1,2.9,17271.0
485,2023,Ethiopia,4414.0,8576.0,2.6,2.8,9809.0
486,2023,Ethiopia,4194.0,8954.0,2.6,2.8,8937.0
487,2023,France,33619.0,36412.0,4.2,4.4,68653.0
488,2023,France,34021.0,36260.0,4.4,,68693.0
489,2023,France,33662.0,36656.0,,4.5,67990.0
490,2023,France,33458.0,36588.0,4.0,4.5,68925.0
491,2023,Germany,10010.0,13068.0,4.0,4.3,0.0
492,2023,Germany,9684.0,13293.0,4.3,4.5,0.0
493,2023,India,56869.0,31602.0,3.3,3.7,86445.0
494,2023,Indonesia,32605.0,37621.0,3.1,3.4,68645.0
495,2023,Indonesia,32460.0,37277.0,3.2,3.3,68816.0
496,2023,Indonesia,32623.0,37134.0,,3.5,68888.0
497,2023,Indonesia,32643.0,37648.0,3.0,3.5,68618.0
498,2023,Italy,28119.0,31049.0,4.1,4.2,56658.0
499,2023,Italy,27576.0,30808.0,3.8,4.1,56462.0
500,2023,Kenya,9517.0,14603.0,2.8,3.1,22793.0
501,2023,Mexico,38534.0,42291.0,4.3,4.6,78844.0
502,2023,Peru,6819.0,9808.0,,3.5,15589.0
503,2023,Peru,7391.0,9857.0,3.4,3.6,16155.0
504,2023,South Africa,13117.0,15735.0,3.5,3.8,27858.0
505,2023,South Africa,13289.0,15713.0,3.8,3.8,27885.0
506,2023,Thailand,19167.0,29095.0,3.2,3.4,47384.0
507,2023,Thailand,19317.0,28745.0,3.2,3.6,47435.0
508,2023,Turkey,22160.0,24709.0,3.6,3.8,
509,2023,Turkey,22229.0,24648.0,3.8,,44901.0
510,2023,USA,29193.0,0.0,5.4,0.0,0.0
511,2023,USA,29193.0,0.0,5.4,0.0,0.0
512,2023,USA,28601.0,0.0,5.5,0.0,0.0
513,2023,USA,28632.0,0.0,5.1,0.0,0.0
514,2023,USA,29342.0,0.0,5.5,0.0,0.0
515,2023,USA,28629.0,0.0,5.3,0.0,0.0
516,2023,USA,28875.0,0.0,5.2,0.0,0.0
517,2023,Vietnam,,34342.0,2.9,3.2,52222.0
518,2023,Vietnam,18557.0,34695.0,3.2,2.9,52867.0
519,2023,Vietnam,18615.0,34840.0,3.0,,52639.0
